ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10225309,HY412380,9/6/2015 3:15,009XX N HAMLIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1112,11,27,23,08B,1150881,1906019,2015,2/10/2018 15:50,41.89800964,-87.72127499,"(41.898009641, -87.721274991)"
10225310,HY412349,9/6/2015 1:45,0000X E CHESTNUT ST,560,ASSAULT,SIMPLE,HOTEL/MOTEL,FALSE,FALSE,1833,18,42,8,08A,1176408,1906333,2015,2/10/2018 15:50,41.89833327,-87.62750777,"(41.898333269, -87.62750777)"
10225312,HY412422,9/6/2015 4:40,048XX N WESTERN AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,2031,20,47,4,3,1159485,1932302,2015,2/10/2018 15:50,41.96995915,-87.68894764,"(41.969959151, -87.688947636)"
10225313,HY412419,9/6/2015 2:30,002XX E ONTARIO ST,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,1834,18,42,8,6,1177968,1904539,2015,2/10/2018 15:50,41.89337509,-87.62183272,"(41.893375089, -87.62183272)"
10225314,HY412407,9/6/2015 3:32,045XX W JACKSON BLVD,454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,1113,11,28,26,08B,1146319,1898306,2015,9/17/2015 11:37,41.87693238,-87.73822742,"(41.876932377, -87.738227419)"
10225315,HY412417,9/6/2015 4:00,050XX N HARDING AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1712,17,39,14,08B,1149149,1933101,2015,2/10/2018 15:50,41.9723587,-87.72693294,"(41.972358697, -87.72693294)"
10225316,HY412431,9/6/2015 5:30,005XX W VAN BUREN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,121,1,2,28,14,1172646,1898435,2015,2/10/2018 15:50,41.87674477,-87.64155904,"(41.876744768, -87.641559043)"
10225320,HY412333,9/6/2015 2:17,018XX W HURON ST,550,ASSAULT,AGGRAVATED PO: HANDGUN,ALLEY,TRUE,FALSE,1221,12,1,24,04A,1163912,1904710,2015,2/10/2018 15:50,41.89415257,-87.67345029,"(41.89415257, -87.673450286)"
10225321,HY412442,9/6/2015 4:45,098XX S MERRILL AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,431,4,7,51,7,1192394,1840222,2015,2/10/2018 15:50,41.71654504,-87.57094755,"(41.716545037, -87.570947551)"
10225322,HY412461,9/6/2015 6:30,051XX S INDIANA AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,231,2,3,40,6,1178468,1871084,2015,2/10/2018 15:50,41.80156088,-87.62101556,"(41.80156088, -87.621015557)"
11645568,JC212803,12/18/2018 11:00,032XX N WILTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1924,19,44,6,11,,,2018,4/6/2019 16:04,,,
10225323,HY412406,9/6/2015 4:15,062XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,311,3,20,40,14,1179989,1863814,2015,2/10/2018 15:50,41.7815766,-87.6156601,"(41.781576603, -87.615660095)"
10225324,HY411848,9/5/2015 17:15,069XX S DR MARTIN LUTHER KING JR DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,FALSE,FALSE,322,3,6,69,11,1180120,1858995,2015,2/10/2018 15:50,41.76834978,-87.61532733,"(41.768349782, -87.615327329)"
11859727,JC471542,10/13/2019 19:00,016XX W ADDISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1922,19,47,6,14,1164930,1923972,2019,10/20/2019 16:03,41.94698714,-87.6691636,"(41.946987144, -87.669163602)"
11227517,JB138481,2/10/2013 0:00,071XX S LAFAYETTE AVE,266,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,FALSE,TRUE,731,7,6,69,2,,,2013,8/30/2020 15:45,,,
10225325,HY411816,9/5/2015 16:40,074XX S LANGLEY AVE,460,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,323,3,6,69,08B,1182184,1855739,2015,2/10/2018 15:50,41.75936746,-87.60786251,"(41.759367459, -87.607862507)"
10225326,HY412411,9/6/2015 3:08,025XX W 116TH PL,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,TRUE,FALSE,2212,22,19,75,6,1161376,1827294,2015,9/17/2015 11:37,41.68176589,-87.68490853,"(41.681765889, -87.684908533)"
10225327,HY411766,4/15/2015 15:00,074XX S SOUTH SHORE DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,TRUE,334,3,7,43,26,1195764,1856629,2015,2/10/2018 15:50,41.76148464,-87.55806373,"(41.761484638, -87.55806373)"
10225328,HY412369,9/6/2015 3:30,001XX N LATROBE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,FALSE,FALSE,1523,15,28,25,04B,1141360,1900469,2015,2/10/2018 15:50,41.88296083,-87.75638222,"(41.882960832, -87.756382222)"
10225329,HY412426,9/6/2015 4:47,084XX S EXCHANGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,423,4,10,46,08B,1197281,1849677,2015,2/10/2018 15:50,41.7423702,-87.55273508,"(41.742370198, -87.552735082)"
10225330,HY411429,9/5/2015 10:30,021XX W CHURCHILL ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1434,14,32,24,6,1161922,1912168,2015,2/10/2018 15:50,41.91465965,-87.68055049,"(41.914659653, -87.680550487)"
10225331,HY411496,9/4/2015 22:30,047XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,2521,25,31,19,14,1144582,1915543,2015,2/10/2018 15:50,41.92426549,-87.74417059,"(41.924265486, -87.744170588)"
10225338,HY412462,9/6/2015 6:05,040XX S DEARBORN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,213,2,3,38,08B,1176644,1877884,2015,2/10/2018 15:50,41.82026198,-87.62749998,"(41.820261979, -87.627499981)"
10225339,HY412456,9/6/2015 3:30,024XX W FLOURNOY ST,810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,1135,11,2,28,6,1160317,1896964,2015,2/10/2018 15:50,41.87297197,-87.6868679,"(41.872971968, -87.686867896)"
10225340,HY411558,9/5/2015 12:20,013XX S LAWNDALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1011,10,24,29,08B,1151918,1893645,2015,2/10/2018 15:50,41.8640337,-87.71779213,"(41.864033702, -87.717792133)"
10225342,HY411520,9/3/2015 2:00,045XX S LEAMINGTON AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,ALLEY,FALSE,FALSE,814,8,23,56,2,1142786,1874148,2015,2/10/2018 15:50,41.8107059,-87.7518003,"(41.810705897, -87.751800303)"
10225343,HY412440,9/6/2015 5:48,030XX E 100TH ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ALLEY,TRUE,FALSE,431,4,10,51,18,1198057,1839123,2015,2/10/2018 15:50,41.71338981,-87.55024368,"(41.713389806, -87.550243676)"
10225345,HY412468,9/5/2015 22:15,122XX S HARVARD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,523,5,34,53,7,1176165,1823694,2015,2/10/2018 15:50,41.67156874,-87.63088,"(41.671568737, -87.630880001)"
10225346,HY412470,9/5/2015 19:00,077XX S BENNETT AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,414,4,8,43,6,1190211,1854095,2015,2/10/2018 15:50,41.75466666,-87.5784971,"(41.754666656, -87.578497099)"
10225347,HY412453,9/6/2015 6:30,013XX S KOMENSKY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,1011,10,24,29,08B,1149594,1893569,2015,2/10/2018 15:50,41.86387056,-87.72632549,"(41.863870557, -87.726325488)"
11227503,JB146383,1/1/2015 0:01,061XX S KILBOURN AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,FALSE,TRUE,813,8,13,65,17,,,2015,4/12/2019 16:00,,,
10225348,HY412302,9/6/2015 0:30,022XX N WESTERN AVE,610,BURGLARY,FORCIBLE ENTRY,WAREHOUSE,FALSE,FALSE,1431,14,1,22,5,1160001,1914718,2015,2/10/2018 15:50,41.92169694,-87.68753743,"(41.921696943, -87.687537431)"
10225349,HY412480,9/6/2015 0:01,071XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,FALSE,FALSE,833,8,13,65,14,1153542,1857042,2015,2/10/2018 15:50,41.76355798,-87.71280073,"(41.763557981, -87.712800734)"
10225350,HY412477,9/5/2015 22:30,052XX W ROSCOE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,TRUE,1634,16,38,15,14,1140823,1922103,2015,2/10/2018 15:50,41.94233683,-87.75782108,"(41.942336833, -87.757821082)"
10225351,HY412467,9/6/2015 7:00,012XX N STATE PKWY,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,TRUE,FALSE,1824,18,43,8,26,1176070,1908457,2015,2/10/2018 15:50,41.90416925,-87.62868513,"(41.90416925, -87.628685126)"
10225353,HY412452,9/6/2015 3:30,052XX W WASHINGTON BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1522,15,28,25,15,1141451,1900250,2015,2/10/2018 15:50,41.88235819,-87.75605347,"(41.88235819, -87.75605347)"
10225355,HY412460,9/6/2015 6:35,010XX N ASHLAND AVE,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1213,12,1,24,08B,1165530,1907297,2015,2/10/2018 15:50,41.90121718,-87.66743415,"(41.901217182, -87.667434152)"
10225356,HY412485,9/5/2015 22:10,035XX N SHEFFIELD AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1924,19,44,6,6,1168979,1923634,2015,2/10/2018 15:50,41.9459726,-87.65429054,"(41.945972598, -87.654290542)"
10225357,HY412347,9/6/2015 2:45,046XX N CENTRAL AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1622,16,45,15,08B,1138173,1930097,2015,2/10/2018 15:50,41.96432155,-87.76736714,"(41.964321551, -87.767367136)"
10225360,HY412502,9/5/2015 22:00,081XX S SAGINAW AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,TRUE,FALSE,422,4,7,46,5,1195257,1851468,2015,2/10/2018 15:50,41.74733499,-87.5600919,"(41.747334988, -87.560091897)"
10225362,HY412498,9/6/2015 5:30,074XX S HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,733,7,17,68,14,1172251,1855670,2015,2/10/2018 15:50,41.75940222,-87.64426852,"(41.759402215, -87.644268517)"
10225363,HY412479,9/6/2015 7:15,062XX S DR MARTIN LUTHER KING JR DR,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,TRUE,TRUE,313,3,20,42,04A,1179990,1863780,2015,2/10/2018 15:50,41.78148328,-87.61565747,"(41.781483281, -87.615657469)"
10225364,HY412504,9/6/2015 8:05,034XX S UNION AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,TRUE,TRUE,915,9,11,60,08B,1172193,1882181,2015,2/10/2018 15:50,41.83215252,-87.64370162,"(41.832152518, -87.643701619)"
10225366,HY412517,9/5/2015 23:00,054XX S UNIVERSITY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,233,2,4,41,7,1184718,1869696,2015,2/10/2018 15:50,41.79760768,-87.59813826,"(41.797607683, -87.598138262)"
10225368,HY412538,9/5/2015 17:47,007XX E 47TH ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,223,2,4,38,6,1182150,1874015,2015,9/17/2015 11:37,41.80951926,-87.60742163,"(41.809519255, -87.60742163)"
10225369,HY412494,9/6/2015 8:02,066XX S ASHLAND AVE,610,BURGLARY,FORCIBLE ENTRY,STREET,TRUE,FALSE,725,7,17,67,5,1166815,1860643,2015,2/10/2018 15:50,41.77316655,-87.6640495,"(41.773166547, -87.664049499)"
10225370,HY412522,9/5/2015 22:15,037XX W 55TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,822,8,23,62,14,1152174,1867865,2015,2/10/2018 15:50,41.79328495,-87.71753073,"(41.793284951, -87.717530729)"
10225371,HY412530,9/5/2015 19:30,023XX E 95TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,413,4,7,51,14,1193374,1842426,2015,2/10/2018 15:50,41.72256916,-87.56728651,"(41.722569157, -87.567286509)"
10225372,HY412521,9/3/2015 22:30,007XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,FALSE,FALSE,123,1,2,32,14,1176480,1896742,2015,2/10/2018 15:50,41.87201342,-87.62753305,"(41.872013415, -87.627533053)"
10225373,HY412516,9/6/2015 5:30,001XX N WESTERN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,FALSE,FALSE,1223,12,2,28,11,1160392,1900695,2015,2/10/2018 15:50,41.88320862,-87.6864893,"(41.883208624, -87.686489297)"
10225374,HY412542,9/5/2015 22:00,067XX S KOMENSKY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,833,8,13,65,14,1150530,1859616,2015,2/10/2018 15:50,41.77068056,-87.72377362,"(41.770680556, -87.723773624)"
10225376,HY412509,9/6/2015 8:15,026XX W WASHINGTON BLVD,460,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,1222,12,2,27,08B,1158642,1900581,2015,2/10/2018 15:50,41.88293181,-87.69291853,"(41.882931813, -87.692918534)"
10225377,HY412506,9/6/2015 8:29,052XX W OAKDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,2514,25,31,19,14,1141024,1919113,2015,2/10/2018 15:50,41.93412827,-87.75715617,"(41.934128272, -87.757156169)"
10225378,HY412500,9/6/2015 4:00,044XX S LOWE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,925,9,11,61,08B,1172703,1875521,2015,2/10/2018 15:50,41.81386561,-87.64202699,"(41.813865609, -87.64202699)"
10225379,HY412437,9/6/2015 5:04,072XX S EVANS AVE,453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,APARTMENT,TRUE,FALSE,323,3,6,69,04B,1182475,1857248,2015,2/10/2018 15:50,41.76350157,-87.6067493,"(41.763501569, -87.606749299)"
10225381,HY412515,9/6/2015 8:05,068XX S DORCHESTER AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,321,3,5,43,04B,1186716,1860015,2015,2/10/2018 15:50,41.77099511,-87.59111785,"(41.770995109, -87.591117851)"
10225383,HY412572,9/4/2015 6:00,038XX S VINCENNES AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,212,2,4,35,26,1180774,1879690,2015,2/10/2018 15:50,41.82512368,-87.61229385,"(41.825123682, -87.61229385)"
10225384,HY412551,9/5/2015 21:15,015XX W WASHINGTON BLVD,870,THEFT,POCKET-PICKING,PARK PROPERTY,FALSE,FALSE,1224,12,27,28,6,1166488,1900894,2015,2/10/2018 15:50,41.88362643,-87.66409878,"(41.883626428, -87.664098784)"
10225385,HY412487,9/6/2015 2:00,037XX W DIVISION ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1112,11,27,23,14,1151382,1907743,2015,2/10/2018 15:50,41.90273064,-87.71938954,"(41.902730644, -87.719389537)"
10225386,HY412559,9/5/2015 15:00,024XX E 74TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,334,3,7,43,26,1193797,1856368,2015,2/10/2018 15:50,41.76081686,-87.56528136,"(41.760816855, -87.565281357)"
10225387,HY412568,9/3/2015 2:00,058XX N WINTHROP AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,2022,20,48,77,08A,1167806,1939021,2015,2/10/2018 15:50,41.98822046,-87.65815637,"(41.988220457, -87.658156374)"
10225388,HY412558,9/5/2015 21:00,032XX E 92ND ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,424,4,10,46,6,1199420,1844576,2015,2/10/2018 15:50,41.72831916,-87.54506915,"(41.72831916, -87.545069148)"
10225389,HY412537,9/6/2015 9:15,038XX W FLOURNOY ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1133,11,24,26,6,1150851,1896754,2015,2/10/2018 15:50,41.87258608,-87.72162775,"(41.872586081, -87.72162775)"
10225390,HY412561,9/5/2015 20:00,017XX N ORLEANS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1814,18,43,7,14,1173660,1911775,2015,2/10/2018 15:50,41.91332799,-87.63743871,"(41.913327988, -87.637438714)"
10225391,HY412554,9/6/2015 0:30,031XX W WASHINGTON BLVD,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1222,12,27,27,5,1155399,1900512,2015,2/10/2018 15:50,41.88280826,-87.70482887,"(41.882808262, -87.704828869)"
10225392,HY412483,9/6/2015 4:30,001XX N WESTERN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,GAS STATION,FALSE,FALSE,1223,12,2,28,11,1160392,1900695,2015,2/10/2018 15:50,41.88320862,-87.6864893,"(41.883208624, -87.686489297)"
10225395,HY412526,9/5/2015 15:00,013XX S RACINE AVE,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,PARK PROPERTY,FALSE,FALSE,1233,12,2,28,14,1168579,1894058,2015,2/10/2018 15:50,41.86482292,-87.65661841,"(41.864822916, -87.656618405)"
10225396,HY412457,9/6/2015 6:22,037XX N TROY ST,498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,TRUE,FALSE,1733,17,33,16,04B,1154722,1924694,2015,2/10/2018 15:50,41.94917929,-87.70666601,"(41.949179287, -87.706666011)"
11859656,JC471240,10/13/2019 14:10,051XX N BROADWAY,560,ASSAULT,SIMPLE,GAS STATION,FALSE,FALSE,2033,20,47,3,08A,1167380,1934505,2019,10/20/2019 16:03,41.97583764,-87.65985384,"(41.975837637, -87.659853835)"
10136852,HY325238,7/2/2015 15:15,033XX S OAKLEY AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,912,9,12,59,5,1161567,1882403,2015,2/10/2018 15:50,41.83298918,-87.68268364,"(41.832989182, -87.682683638)"
10225397,HY412552,9/4/2015 10:30,027XX S FEDERAL ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,133,1,3,35,3,1176140,1886567,2015,2/10/2018 15:50,41.84410018,-87.62908773,"(41.844100182, -87.629087729)"
10225398,HY412495,9/5/2015 14:00,046XX N SHERIDAN RD,890,THEFT,FROM BUILDING,APARTMENT,FALSE,TRUE,1914,19,46,3,6,1168782,1931169,2015,2/10/2018 15:50,41.96665319,-87.65479535,"(41.966653193, -87.654795347)"
10225400,HY412562,9/5/2015 7:00,094XX S NORMAL AVE,890,THEFT,FROM BUILDING,RESIDENCE-GARAGE,FALSE,FALSE,2223,22,21,73,6,1174623,1842363,2015,2/10/2018 15:50,41.72283363,-87.63597045,"(41.722833628, -87.635970445)"
10225401,HY412475,9/6/2015 3:30,005XX N STATE ST,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1834,18,42,8,6,1176278,1903807,2015,2/10/2018 15:50,41.89140473,-87.62806151,"(41.891404732, -87.628061509)"
10225403,HY412314,9/6/2015 0:05,071XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,323,3,6,69,14,1177960,1857694,2015,9/17/2015 11:37,41.7648289,-87.62328408,"(41.764828904, -87.623284078)"
10225404,HY412590,9/6/2015 0:00,007XX E 46TH ST,810,THEFT,OVER $500,SIDEWALK,TRUE,TRUE,221,2,4,38,6,1182137,1874679,2015,2/10/2018 15:50,41.81134163,-87.60744874,"(41.811341625, -87.60744874)"
10225405,HY412564,9/6/2015 8:50,001XX E 35TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,212,2,3,35,08B,1177870,1881825,2015,2/10/2018 15:50,41.83104868,-87.62288295,"(41.831048676, -87.622882951)"
10225406,HY412598,9/6/2015 9:30,011XX W PRATT BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2432,24,49,1,08B,1167333,1945336,2015,2/10/2018 15:50,42.00555916,-87.65971338,"(42.005559162, -87.659713379)"
10225409,HY408715,5/1/2015 8:00,062XX S KEDVALE AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,813,8,13,65,2,1149776,1862898,2015,2/10/2018 15:50,41.77970153,-87.72645264,"(41.779701526, -87.726452637)"
10225412,HY412354,9/6/2015 3:30,067XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,725,7,15,67,6,1166831,1860122,2015,2/10/2018 15:50,41.77173651,-87.66400571,"(41.771736514, -87.66400571)"
10225414,HY412569,9/6/2015 9:25,051XX W MADISON ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,1533,15,28,25,18,1141995,1899535,2015,9/17/2015 11:37,41.88038608,-87.75407359,"(41.880386082, -87.754073591)"
10225417,HY412583,9/6/2015 10:05,063XX S HOYNE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,726,7,15,67,08B,1163451,1862616,2015,2/10/2018 15:50,41.7786519,-87.67632589,"(41.778651903, -87.676325888)"
10225418,HY412603,9/6/2015 8:30,011XX N LA SALLE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1824,18,42,8,14,1174938,1907711,2015,9/17/2015 11:37,41.90214763,-87.63286559,"(41.90214763, -87.632865587)"
10225419,HY412556,9/6/2015 9:30,024XX W NORTH AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,DRUG STORE,FALSE,FALSE,1434,14,1,24,04A,1159674,1910563,2015,2/10/2018 15:50,41.91030206,-87.68885364,"(41.910302064, -87.68885364)"
10225422,HY412614,9/6/2015 11:05,047XX S ST LAWRENCE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,TRUE,223,2,3,38,6,1181056,1873819,2015,2/10/2018 15:50,41.8090067,-87.61144023,"(41.809006703, -87.611440233)"
10225424,HY412439,9/6/2015 5:58,043XX W HIRSCH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2534,25,37,23,14,1147256,1908963,2015,2/10/2018 15:50,41.90615848,-87.73451392,"(41.90615848, -87.734513921)"
10225425,HY412600,9/5/2015 19:00,018XX N HALSTED ST,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1813,18,43,7,6,1170678,1912287,2015,2/10/2018 15:50,41.91479881,-87.64837883,"(41.914798813, -87.648378834)"
10225426,HY412612,9/6/2015 2:00,052XX W ROSCOE ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1634,16,38,15,6,1140932,1922106,2015,9/17/2015 11:37,41.94234306,-87.75742038,"(41.942343057, -87.757420378)"
10225427,HY409011,9/3/2015 15:30,107XX S CHAMPLAIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,513,5,9,50,08B,1182510,1833898,2015,2/10/2018 15:50,41.69942565,-87.60734288,"(41.699425646, -87.607342876)"
10225428,HY412597,9/4/2015 8:00,033XX S OAKLEY AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,912,9,12,59,6,1161562,1882573,2015,2/10/2018 15:50,41.83345579,-87.68269726,"(41.833455785, -87.68269726)"
10225429,HY412575,9/6/2015 2:00,0000X W HUBBARD ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1175726,1903303,2015,2/10/2018 15:50,41.89003416,-87.63010389,"(41.890034161, -87.630103892)"
10225430,HY412501,9/5/2015 20:00,008XX N PAULINA ST,810,THEFT,OVER $500,RESIDENCE-GARAGE,FALSE,FALSE,1213,12,1,24,6,1164897,1906103,2015,9/17/2015 11:37,41.89795422,-87.66979313,"(41.89795422, -87.669793133)"
10225431,HY412619,9/6/2015 2:10,110XX S LAWNDALE AVE,810,THEFT,OVER $500,RESIDENCE-GARAGE,FALSE,FALSE,2211,22,19,74,6,1153649,1831123,2015,2/10/2018 15:50,41.69242953,-87.71309307,"(41.692429527, -87.713093073)"
11227508,JB146365,1/1/2017 0:01,027XX S WHIPPLE ST,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,FALSE,FALSE,1033,10,12,30,2,,,2017,2/11/2018 15:57,,,
10225432,HY412555,9/6/2015 9:36,062XX S MARSHFIELD AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,714,7,16,67,08A,1166409,1863379,2015,2/10/2018 15:50,41.78068314,-87.66545991,"(41.780683143, -87.665459906)"
10047230,HY236509,4/26/2015 11:16,082XX S RACINE AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CONVENIENCE STORE,TRUE,FALSE,613,6,21,71,04A,1169757,1850121,2015,2/10/2018 15:50,41.74422947,-87.65356963,"(41.744229473, -87.653569625)"
10225434,HY412642,9/5/2015 20:00,030XX W EASTWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1713,17,33,14,14,1155320,1930689,2015,2/10/2018 15:50,41.96561793,-87.70430609,"(41.965617926, -87.70430609)"
10225435,HY412608,9/6/2015 10:00,003XX W OAK ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1823,18,27,8,6,1173622,1907100,2015,2/10/2018 15:50,41.9005004,-87.6377176,"(41.900500399, -87.637717596)"
10225436,HY412609,9/5/2015 11:30,001XX W ILLINOIS ST,870,THEFT,POCKET-PICKING,RESTAURANT,FALSE,FALSE,1831,18,42,8,6,1175294,1903583,2015,2/10/2018 15:50,41.8908122,-87.63168196,"(41.890812201, -87.631681964)"
10225438,HY412545,9/6/2015 0:01,024XX N SHEFFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1932,19,43,7,14,1169209,1916564,2015,2/10/2018 15:50,41.92656719,-87.65365118,"(41.926567194, -87.653651175)"
